"Grado","Sexo","Trimestre_1","Trimestre_2","Trimestre_3","Ingreso_Familiar_Mensual","Numero_Personas_Hogar","Nivel_Educativo_Padres","Situacion_Laboral_Padres","Acceso_Internet_Casa","Tipo_Vivienda","Computadora_Casa","Dispositivos_Moviles","Numero_Dispositivos_Moviles","Numero_Hermanos","Numero_Hermanos_Estudiando","Numero_Hermanos_Trabajando","Probabilidad_Desercion"
"1","M","7.2","8.8","9.7","18035","4","Preparatoria","Empleado","No","Alquilada","No","No","0","0","1","3","0"
"3","F","9.4","8.8","9.2","6701","2","Primaria","Empleado","Si","Propia","Si","Si","8","5","5","2","0"
"3","M","8","5.9","9.9","9417","8","Universitaria","Desempleado","No","Propia","Si","Si","0","1","3","3","0"
"3","M","8.9","8.5","7","11558","6","Secundaria","Empleado","Si","Alquilada","No","Si","4","2","1","2","0"
"3","M","9.8","7.4","9","13057","6","Secundaria","Desempleado","No","Alquilada","Si","No","7","4","4","3","1"
"1","M","6.3","9.9","5.7","11214","9","Primaria","Desempleado","Si","Alquilada","Si","Si","8","5","5","5","1"
"1","M","7.9","5.9","7.1","13322","8","Universitaria","Desempleado","Si","Propia","No","Si","8","4","4","0","1"
"3","M","8.8","6.8","5.4","17886","2","Universitaria","Desempleado","Si","Propia","Si","Si","7","1","0","2","1"
"2","F","7.6","9.5","6.6","13036","4","Secundaria","Desempleado","No","Prestada","Si","No","5","0","4","2","0"
"2","M","9.6","9.4","8.6","16060","8","Secundaria","Desempleado","No","Alquilada","No","No","5","4","0","2","1"
"1","M","6.5","6.4","6.3","19873","3","Preparatoria","Empleado","Si","Propia","No","No","8","4","1","0","0"
"3","F","5.5","6.5","8.8","15607","9","Primaria","Empleado","Si","Propia","Si","Si","1","5","5","0","1"
"3","F","8.2","5.1","9","4334","4","Secundaria","Empleado","Si","Alquilada","No","Si","2","2","0","3","1"
"1","F","9.3","7.8","7.7","18096","8","Universitaria","Empleado","No","Propia","No","Si","5","5","5","1","0"
"2","F","6.7","5.3","8","2202","8","Universitaria","Empleado","No","Alquilada","Si","Si","7","2","1","5","1"
"2","M","6.5","9.9","6.6","2230","5","Secundaria","Desempleado","No","Propia","Si","No","6","0","3","3","1"
"2","M","6.1","7.8","8.4","13320","5","Universitaria","Empleado","No","Alquilada","No","No","7","4","1","2","0"
"1","M","6.9","8","8.9","13683","4","Primaria","Desempleado","Si","Alquilada","No","Si","4","3","2","2","0"
"2","M","9.4","6.6","7.1","4962","9","Universitaria","Empleado","No","Propia","No","Si","8","1","0","5","0"
"1","F","8.9","5.9","9.4","4327","7","Universitaria","Empleado","No","Alquilada","Si","Si","5","5","3","3","1"
"1","M","7.8","7.6","9.7","4784","5","Secundaria","Desempleado","Si","Prestada","Si","Si","9","4","1","4","0"
"3","M","7.9","9","7.8","15485","3","Primaria","Empleado","Si","Prestada","Si","Si","1","1","4","1","0"
"2","F","7.5","6.4","5.9","2803","7","Primaria","Empleado","No","Alquilada","No","No","5","5","0","0","1"
"1","M","7.1","9.3","6.7","14553","3","Preparatoria","Empleado","No","Prestada","Si","Si","3","4","1","1","0"
"2","M","8.2","8","8.4","16582","6","Primaria","Desempleado","Si","Propia","Si","No","4","2","3","4","1"
"2","M","8.8","7","9.3","13093","5","Preparatoria","Empleado","No","Propia","No","No","4","0","5","3","0"
"3","M","9.6","9","6.5","8396","8","Secundaria","Desempleado","Si","Alquilada","Si","Si","0","3","4","3","1"
"2","F","7.8","9.5","9.9","16810","7","Universitaria","Empleado","No","Propia","No","No","9","5","5","2","0"
"3","F","7.1","9.4","9.8","18559","4","Primaria","Desempleado","No","Propia","No","No","4","2","0","5","0"
"1","F","9.4","7.5","5.6","11636","7","Preparatoria","Empleado","No","Prestada","No","Si","9","0","3","3","0"
"2","F","6.2","8.7","7.9","17306","8","Primaria","Desempleado","Si","Propia","No","Si","8","2","4","4","0"
"1","F","5.8","8.5","6.8","14195","6","Secundaria","Desempleado","No","Propia","No","Si","7","5","5","3","1"
"2","M","7.3","6.6","7.2","7691","3","Preparatoria","Empleado","Si","Prestada","Si","Si","7","1","2","3","0"
"1","M","6.4","5.2","5.7","5532","6","Preparatoria","Empleado","Si","Alquilada","No","No","2","4","4","4","1"
"2","F","8.5","6.3","6.6","18223","2","Preparatoria","Empleado","No","Alquilada","No","Si","8","2","5","0","1"
"2","F","6.2","9.8","7","19927","5","Secundaria","Desempleado","No","Prestada","No","No","8","5","0","1","1"
"2","F","7.6","6.2","7.5","12346","4","Preparatoria","Empleado","No","Prestada","No","No","9","0","2","3","0"
"2","M","9.3","9","7.7","15482","3","Universitaria","Desempleado","Si","Propia","Si","No","6","4","1","1","0"
"2","F","8.6","7.6","8.8","7456","6","Secundaria","Empleado","No","Propia","Si","Si","5","5","2","1","0"
"2","M","5.6","5","8.2","5413","4","Universitaria","Empleado","Si","Alquilada","Si","No","8","1","2","2","0"
"2","M","5.7","6.6","8.9","9085","5","Universitaria","Desempleado","Si","Alquilada","Si","No","5","1","2","0","1"
"2","M","8.6","9.7","6.8","11332","8","Secundaria","Empleado","No","Prestada","No","Si","2","3","4","1","1"
"2","M","9","9.9","7.8","6807","4","Primaria","Empleado","No","Propia","No","No","5","4","2","2","1"
"1","F","6.3","8.3","6.9","9386","5","Universitaria","Empleado","No","Prestada","No","No","1","1","2","4","0"
"3","M","6.1","6.3","6.9","3940","5","Secundaria","Desempleado","No","Alquilada","Si","Si","1","2","1","4","1"
"2","M","8.5","6.6","5.9","2656","5","Universitaria","Desempleado","Si","Alquilada","No","No","6","1","2","4","1"
"3","F","8.9","5.2","6.1","4503","6","Preparatoria","Desempleado","No","Prestada","Si","No","7","1","5","5","1"
"2","M","6.6","8.3","8.2","19042","8","Universitaria","Desempleado","Si","Propia","No","No","6","1","4","5","1"
"2","M","8.9","8.9","7.4","13030","5","Universitaria","Empleado","No","Propia","No","Si","4","3","3","4","1"
"1","M","7.8","7.4","7.4","15138","4","Universitaria","Empleado","Si","Prestada","Si","No","3","5","3","4","0"
"1","F","7.6","5.1","5.3","16601","8","Preparatoria","Empleado","Si","Alquilada","No","Si","7","0","4","2","1"
"3","M","5","8.3","5.3","17646","2","Universitaria","Desempleado","Si","Prestada","No","Si","8","5","4","0","1"
"1","M","8.3","7.5","5.8","12645","4","Secundaria","Empleado","Si","Prestada","No","Si","6","1","2","0","1"
"1","F","5.3","8","6.4","16628","6","Universitaria","Desempleado","No","Propia","No","No","0","0","4","2","1"
"3","F","7.3","5.8","7.5","8498","5","Secundaria","Empleado","No","Alquilada","No","No","3","4","2","2","1"
"1","M","7","7.9","6.4","15789","9","Universitaria","Desempleado","No","Alquilada","Si","No","3","0","0","5","0"
"2","M","8.2","6.9","7.5","14195","8","Universitaria","Desempleado","No","Propia","No","No","9","4","1","3","1"
"3","F","5.6","7","7.7","18494","2","Universitaria","Empleado","Si","Alquilada","No","Si","2","3","1","1","0"
"3","M","5","7.8","5.6","3718","6","Primaria","Desempleado","No","Alquilada","Si","No","3","4","1","5","0"
"2","F","9","7.4","8.1","2125","3","Primaria","Desempleado","Si","Propia","No","No","8","4","0","5","0"
"1","M","5.2","8.7","6.1","18046","3","Preparatoria","Empleado","Si","Alquilada","No","Si","0","2","1","4","0"
"3","F","9.3","9.3","8.4","7917","9","Secundaria","Desempleado","Si","Alquilada","No","No","1","3","2","5","0"
"3","M","6.4","7.4","8.1","12394","9","Preparatoria","Desempleado","Si","Prestada","No","Si","6","1","5","5","1"
"2","F","8","5.8","5.8","19988","3","Secundaria","Empleado","Si","Alquilada","No","Si","8","3","3","1","1"
"2","F","6.5","8.8","6.3","9590","2","Preparatoria","Desempleado","Si","Prestada","No","Si","6","2","1","3","0"
"1","F","5.9","9.3","6.2","4082","8","Preparatoria","Desempleado","Si","Prestada","Si","Si","0","4","1","0","0"
"3","F","7.8","7.5","9.3","14134","4","Universitaria","Desempleado","Si","Prestada","Si","No","6","5","2","4","0"
"1","F","5.5","8.6","8.2","17058","2","Universitaria","Empleado","Si","Propia","No","Si","5","3","5","5","0"
"1","M","7.8","6.5","8.1","16301","9","Universitaria","Empleado","Si","Propia","No","Si","0","2","2","5","1"
"2","M","6.6","8.6","6.8","7093","8","Universitaria","Empleado","Si","Alquilada","No","No","0","5","1","0","1"
"3","F","7.1","6.1","7.9","2284","2","Universitaria","Empleado","No","Prestada","No","Si","1","1","4","2","0"
"3","M","7.3","7.3","6.5","7566","8","Preparatoria","Desempleado","Si","Alquilada","No","Si","5","4","0","1","1"
"3","M","6.6","7.5","6.1","12757","2","Secundaria","Empleado","No","Alquilada","Si","No","3","3","3","0","0"
"2","M","7","6.9","5.9","10218","3","Primaria","Empleado","Si","Alquilada","No","Si","3","3","3","3","1"
"2","M","9.9","5.8","5.1","5972","7","Primaria","Empleado","Si","Alquilada","Si","No","5","5","0","0","0"
"2","M","6","7.2","6.7","15679","8","Secundaria","Empleado","Si","Alquilada","No","No","8","4","1","4","1"
"2","M","5.6","8.8","6.2","13573","8","Primaria","Desempleado","Si","Prestada","Si","Si","0","3","1","4","1"
"2","F","9.1","7.8","7.8","6113","8","Preparatoria","Desempleado","Si","Prestada","Si","No","1","4","1","1","0"
"3","M","8.8","8","7.3","16378","4","Secundaria","Empleado","No","Prestada","Si","Si","7","2","1","2","0"
"1","M","5.4","6.8","8.7","12328","7","Secundaria","Desempleado","No","Prestada","Si","No","7","4","1","5","1"
"3","M","9.3","6.9","6.1","19673","7","Primaria","Empleado","Si","Propia","No","No","5","1","5","4","0"
"1","F","9.7","7.2","7.8","12373","2","Primaria","Empleado","Si","Prestada","No","Si","5","4","3","3","0"
"2","M","7","9.2","7.1","7720","4","Preparatoria","Desempleado","Si","Prestada","No","Si","7","5","1","1","1"
"1","M","6.7","7.6","8.5","19539","7","Universitaria","Desempleado","No","Prestada","No","No","1","3","2","4","0"
"3","M","8.4","7.9","5","7153","5","Secundaria","Desempleado","No","Propia","No","Si","1","5","4","3","0"
"3","F","6.9","7","9.2","8226","2","Universitaria","Desempleado","Si","Alquilada","Si","Si","0","4","1","5","1"
"1","M","6.4","9.3","8.9","4976","2","Primaria","Desempleado","Si","Propia","No","Si","5","4","5","0","0"
"2","F","5.4","8.4","8.3","7251","2","Secundaria","Desempleado","Si","Prestada","Si","No","5","4","2","5","1"
"2","M","6.2","9.8","8.3","5499","5","Universitaria","Empleado","No","Prestada","No","Si","5","1","3","3","1"
"3","F","6.1","5.6","9.7","18587","9","Preparatoria","Desempleado","Si","Propia","Si","No","1","5","2","5","0"
"1","F","7","7.1","8.2","12736","5","Preparatoria","Empleado","Si","Alquilada","No","No","6","1","0","1","0"
"2","F","8.6","5.9","5.3","10633","3","Preparatoria","Empleado","Si","Propia","Si","No","2","3","0","4","0"
"2","M","5.5","7.2","8.7","8971","9","Secundaria","Empleado","No","Propia","Si","Si","0","5","2","2","1"
"3","F","5.6","6.4","7.9","11507","6","Secundaria","Empleado","Si","Prestada","No","Si","0","3","1","2","0"
"2","F","7.5","7.9","9.5","15158","4","Secundaria","Empleado","Si","Propia","Si","Si","8","4","1","3","1"
"1","F","9.1","8.3","6.9","13108","6","Secundaria","Desempleado","Si","Propia","Si","Si","2","0","5","3","0"
"3","F","9.7","6.2","7.5","14077","2","Secundaria","Desempleado","No","Propia","No","Si","7","5","1","3","1"
"3","M","5.7","5.3","6.4","6175","7","Universitaria","Empleado","No","Propia","Si","Si","9","2","5","4","0"
"1","M","5.8","6.7","5.6","4859","2","Universitaria","Empleado","Si","Propia","Si","No","6","4","2","2","1"
"3","M","7.6","7.2","5.6","4962","7","Preparatoria","Desempleado","No","Propia","No","No","1","2","0","2","0"
"2","M","5.3","8.2","9.9","15616","3","Universitaria","Empleado","Si","Prestada","Si","Si","1","1","0","1","0"
"2","F","7","8.3","7.8","19751","8","Universitaria","Desempleado","No","Prestada","Si","No","3","3","3","1","1"
"1","M","8","8.3","7.2","14857","6","Preparatoria","Desempleado","Si","Prestada","Si","No","1","0","5","0","1"
"2","F","7","8.5","8.3","7210","8","Preparatoria","Desempleado","Si","Prestada","Si","No","4","3","0","4","1"
"1","M","8.9","8.4","6.9","4909","8","Primaria","Empleado","Si","Propia","No","Si","9","1","0","3","1"
"1","M","7.4","6.6","6.4","12408","2","Preparatoria","Empleado","No","Propia","No","No","6","4","4","1","1"
"2","M","8.8","7.7","8.2","5405","6","Universitaria","Empleado","No","Propia","No","No","1","1","0","0","1"
"1","F","6.4","6.3","6.6","17993","9","Secundaria","Empleado","No","Propia","No","No","8","0","2","0","0"
"2","M","8.4","8.3","6.9","16923","9","Preparatoria","Empleado","Si","Prestada","No","Si","0","4","5","2","1"
"3","M","9.8","9.7","6.2","2820","3","Primaria","Empleado","No","Prestada","No","No","1","5","1","4","0"
"3","M","9.2","6","9.3","9255","6","Universitaria","Empleado","Si","Propia","Si","Si","6","4","2","4","1"
"1","F","9","6.2","7.3","16941","7","Primaria","Empleado","No","Propia","Si","Si","4","0","5","5","1"
"2","M","8.6","8.2","9.6","13017","4","Primaria","Desempleado","Si","Propia","Si","Si","0","3","1","3","1"
"2","M","9.1","5.1","8.6","6453","8","Universitaria","Empleado","Si","Propia","No","Si","3","4","1","4","1"
"3","F","9.6","8.3","5.6","14206","9","Primaria","Desempleado","Si","Alquilada","No","No","7","3","3","5","1"
"3","F","7.7","7.8","5.7","15710","3","Universitaria","Desempleado","Si","Alquilada","Si","No","4","2","5","3","0"
"2","M","6.3","8.6","7.2","16860","6","Primaria","Desempleado","No","Alquilada","Si","No","1","0","0","4","0"
"1","M","5.3","5.3","6.3","10086","2","Secundaria","Empleado","Si","Alquilada","No","No","8","2","3","2","1"
"3","M","6.9","6.1","5.3","17776","5","Preparatoria","Empleado","No","Propia","Si","No","0","4","1","5","0"
"1","F","8.3","7.5","7","9389","5","Secundaria","Empleado","Si","Propia","No","No","0","0","4","0","0"
"1","F","6.1","7.7","9.5","13774","3","Secundaria","Desempleado","Si","Propia","Si","No","9","4","4","4","1"
"3","F","8.2","5.2","5.9","4200","9","Primaria","Empleado","Si","Alquilada","No","No","4","0","5","4","1"
"1","M","7.3","6.9","7.1","14142","5","Preparatoria","Empleado","No","Alquilada","Si","Si","8","3","3","2","1"
"1","F","6.9","5.9","7.9","19367","9","Preparatoria","Desempleado","Si","Propia","No","Si","5","1","3","1","0"
"2","M","5.4","6.7","7.9","8051","4","Preparatoria","Empleado","Si","Alquilada","Si","No","4","5","0","3","1"
"1","F","8.7","7.6","6.5","6115","3","Primaria","Desempleado","Si","Prestada","No","Si","5","1","3","1","0"
"2","F","7.9","8","6","8371","2","Secundaria","Desempleado","Si","Alquilada","Si","Si","5","0","3","0","0"
"3","F","7.3","7.6","7.1","8587","2","Universitaria","Desempleado","No","Alquilada","Si","Si","8","2","2","1","1"
"3","M","9.2","9.1","7.8","12607","3","Universitaria","Empleado","Si","Alquilada","Si","No","8","0","3","0","0"
"2","M","8.9","5","7.4","17234","5","Universitaria","Desempleado","Si","Alquilada","No","Si","4","3","5","3","0"
"3","M","5.6","5.5","6.3","15930","5","Preparatoria","Desempleado","Si","Propia","Si","Si","3","5","3","2","1"
"1","M","8.5","6","6.3","11080","2","Universitaria","Empleado","No","Prestada","Si","No","0","2","5","0","1"
"1","F","8.7","8.3","5.1","3883","4","Secundaria","Desempleado","No","Propia","No","No","5","0","5","3","1"
"1","M","6.5","8.8","6.2","6821","7","Universitaria","Empleado","Si","Alquilada","Si","No","6","5","2","5","0"
"3","F","6.4","6.9","5.2","5822","5","Preparatoria","Empleado","No","Alquilada","Si","Si","6","5","1","2","1"
"1","M","9.5","7","7.9","10338","4","Preparatoria","Desempleado","Si","Alquilada","Si","Si","0","0","5","1","1"
"3","M","7.2","7","6.7","4477","8","Universitaria","Empleado","No","Alquilada","Si","No","5","4","1","1","0"
"1","F","6.1","6.7","8.5","15135","5","Preparatoria","Empleado","Si","Alquilada","Si","No","7","3","2","0","0"
"2","F","7.8","7","7","11655","7","Universitaria","Empleado","Si","Prestada","Si","No","2","3","0","4","1"
"3","M","9.3","6.8","6.8","12437","3","Preparatoria","Empleado","No","Propia","Si","No","0","1","3","5","0"
"3","M","9.7","5.3","6.5","17332","6","Primaria","Desempleado","Si","Alquilada","No","No","6","4","5","4","1"
"1","F","6.4","6.2","7.7","11502","2","Primaria","Empleado","Si","Prestada","Si","Si","3","2","0","5","0"
"3","F","7.8","6.7","5.3","2368","3","Secundaria","Empleado","No","Propia","No","No","4","5","4","2","0"
"3","F","9.4","7.8","6.4","15598","5","Primaria","Empleado","Si","Propia","Si","Si","1","1","0","1","0"
"2","F","9.2","7.4","5","4747","7","Universitaria","Empleado","Si","Propia","No","No","6","3","3","3","1"
"2","F","9.8","6.2","9.7","9562","2","Preparatoria","Desempleado","Si","Alquilada","No","Si","0","0","1","5","0"
"1","M","7","7.6","9.6","9139","6","Secundaria","Desempleado","No","Alquilada","Si","Si","3","4","3","2","0"
"2","M","6.4","6.8","6.5","12010","6","Universitaria","Empleado","No","Prestada","No","No","7","3","5","0","0"
"1","M","6.3","9.8","6.9","8704","7","Universitaria","Desempleado","Si","Prestada","Si","Si","6","3","3","5","1"
"1","M","9.1","5","8.2","3887","7","Secundaria","Empleado","No","Propia","No","Si","6","4","3","0","0"
"1","F","9.3","8.7","6.6","13975","5","Secundaria","Desempleado","Si","Alquilada","No","No","6","3","0","2","1"
"3","F","6.5","6.8","5.4","18443","2","Universitaria","Empleado","No","Propia","No","Si","4","1","1","3","1"
"2","F","6.4","5","5.4","2544","8","Preparatoria","Empleado","No","Propia","No","Si","9","4","1","1","1"
"1","M","9.1","8.9","8.8","15555","8","Universitaria","Desempleado","No","Prestada","Si","Si","2","3","5","1","1"
"2","F","5.3","6.6","6.2","19614","9","Preparatoria","Desempleado","Si","Alquilada","Si","No","9","3","0","3","1"
"1","F","7.6","7","9.3","16813","5","Secundaria","Desempleado","No","Prestada","No","No","6","4","0","1","0"
"2","M","7.2","7.1","8.5","15333","6","Universitaria","Desempleado","Si","Alquilada","No","Si","7","0","0","5","0"
"2","M","7.8","6.4","7.9","18942","3","Primaria","Desempleado","Si","Propia","Si","Si","6","2","4","4","1"
"1","M","9","9.9","5.3","16684","3","Universitaria","Empleado","No","Propia","No","No","5","4","4","4","1"
"3","F","5.8","8.8","7.2","10861","4","Preparatoria","Empleado","Si","Propia","No","No","8","0","3","3","0"
"2","F","9.2","9.7","7","19454","6","Universitaria","Empleado","No","Alquilada","Si","Si","5","5","5","4","0"
"3","M","9.2","8.8","7","3050","8","Preparatoria","Empleado","Si","Propia","No","Si","4","3","4","5","1"
"3","M","5.6","8.1","5.5","16292","8","Primaria","Desempleado","Si","Alquilada","No","Si","5","1","0","2","1"
"1","F","9.1","9.8","7.3","17756","6","Secundaria","Desempleado","Si","Alquilada","No","No","9","5","0","1","1"
"1","M","5.3","5.3","9.6","6022","5","Primaria","Empleado","No","Prestada","Si","Si","3","3","0","5","1"
"1","F","5.4","9.3","8","10336","4","Preparatoria","Empleado","Si","Propia","No","Si","5","3","1","2","0"
"2","M","5.4","9.4","6.8","4634","9","Secundaria","Desempleado","No","Prestada","No","Si","3","5","5","3","1"
"1","M","6","8.1","8.7","9288","7","Secundaria","Desempleado","Si","Alquilada","Si","No","4","0","1","5","1"
"1","M","9","5.3","6.1","10992","4","Universitaria","Desempleado","Si","Propia","Si","Si","5","4","4","5","1"
"2","F","7.7","5","6.3","3485","2","Primaria","Desempleado","Si","Propia","Si","Si","0","2","2","4","0"
